"Code du département";"Libellé du département";"Code de la circonscription";"registered";"voted";"whites";"void";"N°Liste 1";"Nuance Liste 1";"Libellé Abrégé Liste 1";"Libellé Etendu Liste 1";"Nom Tête de Liste 1";"Voix 1";"N°Liste 2";"Nuance Liste 2";"Libellé Abrégé Liste 2";"Libellé Etendu Liste 2";"Nom Tête de Liste 2";"Voix 2";"N°Liste 3";"Nuance Liste 3";"Libellé Abrégé Liste 3";"Libellé Etendu Liste 3";"Nom Tête de Liste 3";"Voix 3";"N°Liste 4";"Nuance Liste 4";"Libellé Abrégé Liste 4";"Libellé Etendu Liste 4";"Nom Tête de Liste 4";"Voix 4"
59;"NORD";5;99100;63946;3325;1638;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";36366;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";22617;;;;;;;;;;;;
59;"NORD";6;87703;60062;2668;1485;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";37137;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";18772;;;;;;;;;;;;
59;"NORD";7;72814;43290;1568;851;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";28611;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";12260;;;;;;;;;;;;
59;"NORD";8;68427;33924;1258;556;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";21228;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";10882;;;;;;;;;;;;
59;"NORD";9;91709;54671;1820;897;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";40619;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";11335;;;;;;;;;;;;
59;"NORD";10;82207;45237;1627;822;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";27485;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";15303;;;;;;;;;;;;
59;"NORD";11;90542;54668;2397;1273;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";34515;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";16483;;;;;;;;;;;;
59;"NORD";12;94144;56461;2594;1841;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";27474;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";24552;;;;;;;;;;;;
59;"NORD";13;89622;52588;2865;1184;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";26994;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";21545;;;;;;;;;;;;
59;"NORD";14;99354;65186;2869;1858;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";33776;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";26683;;;;;;;;;;;;
59;"NORD";15;95962;63762;2812;1852;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";35188;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";23910;;;;;;;;;;;;
59;"NORD";16;83186;48009;2485;1581;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";22877;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";21066;;;;;;;;;;;;
59;"NORD";17;73763;44044;2029;1222;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";22924;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";17869;;;;;;;;;;;;
59;"NORD";18;91862;55516;2298;1607;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";27957;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";23654;;;;;;;;;;;;
59;"NORD";19;79087;45782;2378;1288;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";21361;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";20755;;;;;;;;;;;;
59;"NORD";20;81541;44327;1704;1180;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";21687;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";19756;;;;;;;;;;;;
59;"NORD";21;81658;46424;1829;1097;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";26152;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";17346;;;;;;;;;;;;
60;"OISE";1;82438;51985;2411;1571;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";25690;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";22313;;;;;;;;;;;;
60;"OISE";2;88080;54941;2347;1390;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";26427;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";24777;;;;;;;;;;;;
60;"OISE";3;73043;41126;1819;1019;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";22129;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";16159;;;;;;;;;;;;
60;"OISE";4;92143;55724;2184;1179;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";31957;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";20404;;;;;;;;;;;;
60;"OISE";5;72296;43526;1865;1061;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";23036;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";17564;;;;;;;;;;;;
60;"OISE";6;75667;46715;2414;1144;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";24017;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";19140;;;;;;;;;;;;
60;"OISE";7;75678;45919;2359;1187;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";23323;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";19050;;;;;;;;;;;;
61;"ORNE";1;70851;42368;871;924;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";14199;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";15460;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";10914;;;;;;
61;"ORNE";2;67485;40479;859;831;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";10395;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";14945;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";13449;;;;;;
61;"ORNE";3;71885;44912;967;945;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";16073;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";15123;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";11804;;;;;;
62;"PAS DE CALAIS";1;104325;70792;3343;2237;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";34030;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";31182;;;;;;;;;;;;
62;"PAS DE CALAIS";2;84599;56232;2796;1886;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";33109;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";18441;;;;;;;;;;;;
62;"PAS DE CALAIS";3;86153;48995;2193;1405;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";22305;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";23092;;;;;;;;;;;;
62;"PAS DE CALAIS";4;88198;58099;2495;1855;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";32196;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";21553;;;;;;;;;;;;
62;"PAS DE CALAIS";5;90144;54779;2556;1576;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";30277;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";20370;;;;;;;;;;;;
62;"PAS DE CALAIS";6;90493;62509;2707;2191;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";31287;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";26324;;;;;;;;;;;;
62;"PAS DE CALAIS";7;92743;55829;2047;1622;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";28751;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";23409;;;;;;;;;;;;
62;"PAS DE CALAIS";8;93199;58994;2498;2139;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";30231;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";24126;;;;;;;;;;;;
62;"PAS DE CALAIS";9;79578;50898;2174;1633;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";26433;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";20658;;;;;;;;;;;;
62;"PAS DE CALAIS";10;90594;52597;2371;1699;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";23738;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";24789;;;;;;;;;;;;
62;"PAS DE CALAIS";11;94898;55616;2007;1462;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";24188;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";27959;;;;;;;;;;;;
62;"PAS DE CALAIS";12;95684;56413;2612;1685;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";24716;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";27400;;;;;;;;;;;;
63;"PUY DE DOME";1;82010;44696;968;790;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";20215;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";16265;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";6458;;;;;;
63;"PUY DE DOME";2;86761;54289;1247;1082;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";21222;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";21156;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";9582;;;;;;
63;"PUY DE DOME";3;87694;53821;1204;812;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";21577;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";24073;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";6155;;;;;;
63;"PUY DE DOME";4;96884;58335;1418;1087;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";24821;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";22086;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";8923;;;;;;
63;"PUY DE DOME";5;101106;61477;1399;1225;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";23345;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";23135;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";12373;;;;;;
64;"PYRENEES ATLANTIQUES";1;70795;38687;967;774;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";18475;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";12165;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";6306;;;;;;
64;"PYRENEES ATLANTIQUES";2;79467;46560;1181;1025;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";20997;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";15204;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";8153;;;;;;
64;"PYRENEES ATLANTIQUES";3;83002;49047;1272;1207;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";23753;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";13714;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";9101;;;;;;
64;"PYRENEES ATLANTIQUES";4;80590;47351;1810;1320;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";22033;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";15763;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";6425;;;;;;
64;"PYRENEES ATLANTIQUES";5;88204;47558;1444;988;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";21410;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";16243;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";7473;;;;;;
64;"PYRENEES ATLANTIQUES";6;97812;51725;2007;1136;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";20512;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";20470;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";7600;;;;;;
65;"HAUTES PYRENEES";1;88335;52789;1496;1234;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";27313;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";10371;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";12375;;;;;;
65;"HAUTES PYRENEES";2;89552;53945;1620;1200;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";25201;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";12212;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";13712;;;;;;
66;"PYRENEES ORIENTALES";1;69625;40858;843;928;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";14495;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";7601;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";16991;;;;;;
66;"PYRENEES ORIENTALES";2;94332;58642;1191;1267;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";17594;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";11470;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";27120;;;;;;
66;"PYRENEES ORIENTALES";3;82692;49769;1233;1226;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";19025;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";9177;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";19108;;;;;;
66;"PYRENEES ORIENTALES";4;95944;59042;1449;1426;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";22471;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";9524;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";24172;;;;;;
67;"BAS RHIN";1;66478;37410;590;413;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";5160;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";25727;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";5520;;;;;;
67;"BAS RHIN";2;72126;40890;720;543;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";5699;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";25341;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";8587;;;;;;
67;"BAS RHIN";3;68831;39733;711;755;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";4783;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";24457;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";9027;;;;;;
67;"BAS RHIN";4;92454;59553;1250;1153;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";4963;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";35251;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";16936;;;;;;
67;"BAS RHIN";5;102587;64254;1771;1907;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";5474;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";33653;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";21449;;;;;;
67;"BAS RHIN";6;94670;59664;1513;1490;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";5113;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";31592;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";19956;;;;;;
67;"BAS RHIN";7;85596;54453;1281;1579;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";4074;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";28963;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";18556;;;;;;
67;"BAS RHIN";8;94429;57253;1448;1886;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";3780;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";29388;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";20751;;;;;;
67;"BAS RHIN";9;91295;55240;1109;1382;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";4145;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";30184;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";18420;;;;;;
68;"HAUT RHIN";1;76910;44867;1138;1036;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";4497;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";23419;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";14777;;;;;;
68;"HAUT RHIN";2;92529;57407;1698;1693;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";6048;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";28842;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";19126;;;;;;
68;"HAUT RHIN";3;85245;52363;1706;2061;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";4420;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";25842;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";18334;;;;;;
68;"HAUT RHIN";4;102493;62277;1818;1839;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";6883;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";26816;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";24921;;;;;;
